	ensembl_gene_id	external_gene_name	description
4361	ENSG00000288239	C19orf67	chromosome 19 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:34354]
4362	ENSG00000073712	FERMT2	fermitin family member 2 [Source:HGNC Symbol;Acc:HGNC:15767]
4363	ENSG00000167333	TRIM68	tripartite motif containing 68 [Source:HGNC Symbol;Acc:HGNC:21161]
4364	ENSG00000100991	TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]
4365	ENSG00000060566	CREB3L3	cAMP responsive element binding protein 3 like 3 [Source:HGNC Symbol;Acc:HGNC:18855]
4366	ENSG00000112699	GMDS	GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]
4367	ENSG00000288488	SAMD1	sterile alpha motif domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:90378]
4368	ENSG00000288516	PRKACA	protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]
4369	ENSG00000100395	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18594]
4370	ENSG00000152219	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein [Source:HGNC Symbol;Acc:HGNC:26798]
4371	ENSG00000065970	FOXJ2	forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]
4372	ENSG00000141040	ZNF287	zinc finger protein 287 [Source:HGNC Symbol;Acc:HGNC:13502]
4373	ENSG00000129158	SERGEF	secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
4374	ENSG00000288210	ASF1B	anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]
4375	ENSG00000102760	RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
4376	ENSG00000285379	RIPK3	receptor interacting serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]
4377	ENSG00000112685	EXOC2	exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]
4378	ENSG00000102763	VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071]
4379	ENSG00000101146	RAE1	ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]
4380	ENSG00000288324	ADGRL1	adhesion G protein-coupled receptor L1 [Source:HGNC Symbol;Acc:HGNC:20973]
4381	ENSG00000091592	NLRP1	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]
4382	ENSG00000111732	AICDA	activation induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203]
4383	ENSG00000178951	ZBTB7A	zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]
4384	ENSG00000285485	NFATC4	nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]
4385	ENSG00000137040	RANBP6	RAN binding protein 6 [Source:HGNC Symbol;Acc:HGNC:9851]
4386	ENSG00000167476	JSRP1	junctional sarcoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:24963]
4387	ENSG00000099219	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]
4388	ENSG00000077463	SIRT6	sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]
4389	ENSG00000100060	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]
4390	ENSG00000167964	RAB26	RAB26, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14259]
4391	ENSG00000129480	DTD2	D-aminoacyl-tRNA deacylase 2 [Source:HGNC Symbol;Acc:HGNC:20277]
4392	ENSG00000137265	IRF4	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]
4393	ENSG00000100519	PSMC6	proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]
4394	ENSG00000123200	ZC3H13	zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
4395	ENSG00000147885	IFNA16	interferon alpha 16 [Source:HGNC Symbol;Acc:HGNC:5421]
4396	ENSG00000068323	TFE3	transcription factor binding to IGHM enhancer 3 [Source:HGNC Symbol;Acc:HGNC:11752]
4397	ENSG00000188379	IFNA2	interferon alpha 2 [Source:HGNC Symbol;Acc:HGNC:5423]
4398	ENSG00000125249	RAP2A	RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]
4399	ENSG00000198642	KLHL9	kelch like family member 9 [Source:HGNC Symbol;Acc:HGNC:18732]
4400	ENSG00000176399	DMRTA1	DMRT like family A1 [Source:HGNC Symbol;Acc:HGNC:13826]
4401	ENSG00000100379	KCTD17	potassium channel tetramerization domain containing 17 [Source:HGNC Symbol;Acc:HGNC:25705]
4402	ENSG00000147874	HAUS6	HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]
4403	ENSG00000139793	MBNL2	muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]
4404	ENSG00000145945	FAM50B	family with sequence similarity 50 member B [Source:HGNC Symbol;Acc:HGNC:18789]
4405	ENSG00000059804	SLC2A3	solute carrier family 2 member 3 [Source:HGNC Symbol;Acc:HGNC:11007]
4406	ENSG00000131044	TTLL9	tubulin tyrosine ligase like 9 [Source:HGNC Symbol;Acc:HGNC:16118]
4407	ENSG00000124802	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1 [Source:HGNC Symbol;Acc:HGNC:3212]
4408	ENSG00000188917	TRMT2B	tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]
4409	ENSG00000103249	CLCN7	chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]
4410	ENSG00000121691	CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]
4411	ENSG00000188996	HUS1B	HUS1 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:16485]
4412	ENSG00000258790		novel transcript
4413	ENSG00000188428	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:18561]
4414	ENSG00000108518	PFN1	profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]
4415	ENSG00000128253	RFPL2	ret finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:9979]
4416	ENSG00000122692	SMU1	SMU1 DNA replication regulator and spliceosomal factor [Source:HGNC Symbol;Acc:HGNC:18247]
4417	ENSG00000180626	ZNF594	zinc finger protein 594 [Source:HGNC Symbol;Acc:HGNC:29392]
4418	ENSG00000139679	LPAR6	lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:HGNC:15520]
4419	ENSG00000130037	KCNA5	potassium voltage-gated channel subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:6224]
4420	ENSG00000144711	IQSEC1	IQ motif and Sec7 domain ArfGEF 1 [Source:HGNC Symbol;Acc:HGNC:29112]
4421	ENSG00000132517	SLC52A1	solute carrier family 52 member 1 [Source:HGNC Symbol;Acc:HGNC:30225]
4422	ENSG00000128276	RFPL3	ret finger protein like 3 [Source:HGNC Symbol;Acc:HGNC:9980]
4423	ENSG00000213995	NAXD	NAD(P)HX dehydratase [Source:HGNC Symbol;Acc:HGNC:25576]
4424	ENSG00000170925	TEX13B	testis expressed 13B [Source:HGNC Symbol;Acc:HGNC:11736]
4425	ENSG00000182463	TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]
4426	ENSG00000120647	CCDC77	coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]
4427	ENSG00000183255	PTTG1IP	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
4428	ENSG00000182489	XKRX	XK related X-linked [Source:HGNC Symbol;Acc:HGNC:29845]
4429	ENSG00000101161	PRPF6	pre-mRNA processing factor 6 [Source:HGNC Symbol;Acc:HGNC:15860]
4430	ENSG00000167657	DAPK3	death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]
4431	ENSG00000120594	PLXDC2	plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]
4432	ENSG00000186675	MAGEE2	MAGE family member E2 [Source:HGNC Symbol;Acc:HGNC:24935]
4433	ENSG00000100220	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]
4434	ENSG00000149100	EIF3M	eukaryotic translation initiation factor 3 subunit M [Source:HGNC Symbol;Acc:HGNC:24460]
4435	ENSG00000102226	USP11	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]
4436	ENSG00000054796	SPO11	SPO11 initiator of meiotic double stranded breaks [Source:HGNC Symbol;Acc:HGNC:11250]
4437	ENSG00000120217	CD274	CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]
4438	ENSG00000121743	GJA3	gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277]
4439	ENSG00000074370	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 [Source:HGNC Symbol;Acc:HGNC:813]
4440	ENSG00000165474	GJB2	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]
4441	ENSG00000121742	GJB6	gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288]
4442	ENSG00000087303	NID2	nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389]
4443	ENSG00000228300	FAM174C	family with sequence similarity 174 member C [Source:HGNC Symbol;Acc:HGNC:26073]
4444	ENSG00000160256	FAM207A	family with sequence similarity 207 member A [Source:HGNC Symbol;Acc:HGNC:15811]
4445	ENSG00000105428	ZNRF4	zinc and ring finger 4 [Source:HGNC Symbol;Acc:HGNC:17726]
4446	ENSG00000105229	PIAS4	protein inhibitor of activated STAT 4 [Source:HGNC Symbol;Acc:HGNC:17002]
4447	ENSG00000099810	MTAP	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:HGNC:7413]
4448	ENSG00000204176	SYT15	synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]
4449	ENSG00000166478	ZNF143	zinc finger protein 143 [Source:HGNC Symbol;Acc:HGNC:12928]
4450	ENSG00000128245	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]
4451	ENSG00000267795	SMIM22	small integral membrane protein 22 [Source:HGNC Symbol;Acc:HGNC:48329]
4452	ENSG00000111254	AKAP3	A-kinase anchoring protein 3 [Source:HGNC Symbol;Acc:HGNC:373]
4453	ENSG00000132821	VSTM2L	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]
4454	ENSG00000071189	SNX13	sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]
4455	ENSG00000121741	ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]
4456	ENSG00000128203	ASPHD2	aspartate beta-hydroxylase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30437]
4457	ENSG00000186866	POFUT2	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]
4458	ENSG00000204548	DEFB121	defensin beta 121 [Source:HGNC Symbol;Acc:HGNC:18101]
4459	ENSG00000100104	SRRD	SRR1 domain containing [Source:HGNC Symbol;Acc:HGNC:33910]
4460	ENSG00000182872	RBM10	RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]
4461	ENSG00000184207	PGP	phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]
4462	ENSG00000125977	EIF2S2	eukaryotic translation initiation factor 2 subunit beta [Source:HGNC Symbol;Acc:HGNC:3266]
4463	ENSG00000148484	RSU1	Ras suppressor protein 1 [Source:HGNC Symbol;Acc:HGNC:10464]
4464	ENSG00000141905	NFIC	nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]
4465	ENSG00000100109	TFIP11	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
4466	ENSG00000197776	KLHDC1	kelch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19836]
4467	ENSG00000103266	STUB1	STIP1 homology and U-box containing protein 1 [Source:HGNC Symbol;Acc:HGNC:11427]
4468	ENSG00000163508	EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]
4469	ENSG00000082805	ERC1	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]
4470	ENSG00000205269	TMEM170B	transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]
4471	ENSG00000203883	SOX18	SRY-box transcription factor 18 [Source:HGNC Symbol;Acc:HGNC:11194]
4472	ENSG00000154930	ACSS1	acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]
4473	ENSG00000183977	PP2D1	protein phosphatase 2C like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28406]
4474	ENSG00000265818	EEF1E1-BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49187]
4475	ENSG00000120235	IFNA6	interferon alpha 6 [Source:HGNC Symbol;Acc:HGNC:5427]
4476	ENSG00000170312	CDK1	cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]
4477	ENSG00000091317	CMTM6	CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]
4478	ENSG00000172179	PRL	prolactin [Source:HGNC Symbol;Acc:HGNC:9445]
4479	ENSG00000182107	TMEM30B	transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]
4480	ENSG00000174482	LINGO2	leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21207]
4481	ENSG00000131951	LRRC9	leucine rich repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:19848]
4482	ENSG00000268104	SLC6A14	solute carrier family 6 member 14 [Source:HGNC Symbol;Acc:HGNC:11047]
4483	ENSG00000128294	TPST2	tyrosylprotein sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:12021]
4484	ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9527]
4485	ENSG00000131386	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15 [Source:HGNC Symbol;Acc:HGNC:21531]
4486	ENSG00000126947	ARMCX1	armadillo repeat containing X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]
4487	ENSG00000183570	PCBP3	poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]
4488	ENSG00000047597	XK	X-linked Kx blood group [Source:HGNC Symbol;Acc:HGNC:12811]
4489	ENSG00000101134	DOK5	docking protein 5 [Source:HGNC Symbol;Acc:HGNC:16173]
4490	ENSG00000122550	KLHL7	kelch like family member 7 [Source:HGNC Symbol;Acc:HGNC:15646]
4491	ENSG00000100122	CRYBB1	crystallin beta B1 [Source:HGNC Symbol;Acc:HGNC:2397]
4492	ENSG00000198088	NUP62CL	nucleoporin 62 C-terminal like [Source:HGNC Symbol;Acc:HGNC:25960]
4493	ENSG00000165097	KDM1B	lysine demethylase 1B [Source:HGNC Symbol;Acc:HGNC:21577]
4494	ENSG00000172366	MCRIP2	MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142]
4495	ENSG00000196431	CRYBA4	crystallin beta A4 [Source:HGNC Symbol;Acc:HGNC:2396]
4496	ENSG00000227877	MRLN	myoregulin [Source:HGNC Symbol;Acc:HGNC:48649]
4497	ENSG00000180998	GPR137C	G protein-coupled receptor 137C [Source:HGNC Symbol;Acc:HGNC:25445]
4498	ENSG00000089682	RBM41	RNA binding motif protein 41 [Source:HGNC Symbol;Acc:HGNC:25617]
4499	ENSG00000005513	SOX8	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]
4500	ENSG00000100385	IL2RB	interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]
4501	ENSG00000150456	EEF1AKMT1	EEF1A lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27351]
4502	ENSG00000156026	MCU	mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:HGNC:23526]
4503	ENSG00000126773	PCNX4	pecanex 4 [Source:HGNC Symbol;Acc:HGNC:20349]
4504	ENSG00000167967	E4F1	E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]
4505	ENSG00000132953	XPO4	exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796]
4506	ENSG00000158470	B4GALT5	beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]
4507	ENSG00000170860	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]
4508	ENSG00000150457	LATS2	large tumor suppressor kinase 2 [Source:HGNC Symbol;Acc:HGNC:6515]
4509	ENSG00000187690	EZHIP	EZH inhibitory protein [Source:HGNC Symbol;Acc:HGNC:33738]
4510	ENSG00000146109	ABT1	activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
4511	ENSG00000215174	NLRP2B	NLR family pyrin domain containing 2B [Source:HGNC Symbol;Acc:HGNC:29887]
4512	ENSG00000259040	BLOC1S5-TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:42001]
4513	ENSG00000047648	ARHGAP6	Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:HGNC:676]
4514	ENSG00000031823	RANBP3	RAN binding protein 3 [Source:HGNC Symbol;Acc:HGNC:9850]
4515	ENSG00000151849	CENPJ	centromere protein J [Source:HGNC Symbol;Acc:HGNC:17272]
4516	ENSG00000149679	CABLES2	Cdk5 and Abl enzyme substrate 2 [Source:HGNC Symbol;Acc:HGNC:16143]
4517	ENSG00000112799	LY86	lymphocyte antigen 86 [Source:HGNC Symbol;Acc:HGNC:16837]
4518	ENSG00000157152	SYN2	synapsin II [Source:HGNC Symbol;Acc:HGNC:11495]
4519	ENSG00000133466	C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]
4520	ENSG00000259024	TVP23C-CDRT4	TVP23C-CDRT4 readthrough [Source:HGNC Symbol;Acc:HGNC:42961]
4521	ENSG00000125999	BPIFB1	BPI fold containing family B member 1 [Source:HGNC Symbol;Acc:HGNC:16108]
4522	ENSG00000153162	BMP6	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]
4523	ENSG00000165757	JCAD	junctional cadherin 5 associated [Source:HGNC Symbol;Acc:HGNC:29283]
4524	ENSG00000278195	SSTR3	somatostatin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11332]
4525	ENSG00000165655	ZNF503	zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]
4526	ENSG00000106546	AHR	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
4527	ENSG00000126778	SIX1	SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]
4528	ENSG00000137414	FAM8A1	family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]
4529	ENSG00000128340	RAC2	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]
4530	ENSG00000239264	TXNDC5	thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]
4531	ENSG00000077327	SPAG6	sperm associated antigen 6 [Source:HGNC Symbol;Acc:HGNC:11215]
4532	ENSG00000139970	RTN1	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]
4533	ENSG00000176974	SHMT1	serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]
4534	ENSG00000124256	ZBP1	Z-DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:16176]
4535	ENSG00000137074	APTX	aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]
4536	ENSG00000109851	DBX1	developing brain homeobox 1 [Source:HGNC Symbol;Acc:HGNC:33185]
4537	ENSG00000184012	TMPRSS2	transmembrane serine protease 2 [Source:HGNC Symbol;Acc:HGNC:11876]
4538	ENSG00000110422	HIPK3	homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]
4539	ENSG00000136261	BZW2	basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]
4540	ENSG00000205937	RNPS1	RNA binding protein with serine rich domain 1 [Source:HGNC Symbol;Acc:HGNC:10080]
4541	ENSG00000181315	ZNF322	zinc finger protein 322 [Source:HGNC Symbol;Acc:HGNC:23640]
4542	ENSG00000020256	ZFP64	ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
4543	ENSG00000187045	TMPRSS6	transmembrane serine protease 6 [Source:HGNC Symbol;Acc:HGNC:16517]
4544	ENSG00000178567	EPM2AIP1	EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]
4545	ENSG00000180730	SHISA2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]
4546	ENSG00000133105	RXFP2	relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]
4547	ENSG00000260286	ARMH2	armadillo like helical domain containing 2 [Source:HGNC Symbol;Acc:HGNC:49394]
4548	ENSG00000198960	ARMCX6	armadillo repeat containing X-linked 6 [Source:HGNC Symbol;Acc:HGNC:26094]
4549	ENSG00000112273	HDGFL1	HDGF like 1 [Source:HGNC Symbol;Acc:HGNC:21095]
4550	ENSG00000165406	MARCHF8	membrane associated ring-CH-type finger 8 [Source:HGNC Symbol;Acc:HGNC:23356]
4551	ENSG00000164379	FOXQ1	forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951]
4552	ENSG00000154001	PPP2R5E	protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]
4553	ENSG00000180537	RNF182	ring finger protein 182 [Source:HGNC Symbol;Acc:HGNC:28522]
4554	ENSG00000147206	NXF3	nuclear RNA export factor 3 [Source:HGNC Symbol;Acc:HGNC:8073]
4555	ENSG00000196946	ZNF705A	zinc finger protein 705A [Source:HGNC Symbol;Acc:HGNC:32281]
4556	ENSG00000073910	FRY	FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
4557	ENSG00000232948	DEFB130A	defensin beta 130A [Source:HGNC Symbol;Acc:HGNC:18107]
4558	ENSG00000124787	RPP40	ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]
4559	ENSG00000075407	ZNF37A	zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]
4560	ENSG00000285975	FAM90A7P	family with sequence similarity 90 member A7, pseudogene [Source:HGNC Symbol;Acc:HGNC:32255]
4561	ENSG00000167842	MIS12	MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24967]
4562	ENSG00000253958	CLDN23	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]
4563	ENSG00000171792	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]
4564	ENSG00000198276	UCKL1	uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]
4565	ENSG00000164821	DEFA4	defensin alpha 4 [Source:HGNC Symbol;Acc:HGNC:2763]
4566	ENSG00000144596	GRIP2	glutamate receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23841]
4567	ENSG00000129250	KIF1C	kinesin family member 1C [Source:HGNC Symbol;Acc:HGNC:6317]
4568	ENSG00000184210	DGAT2L6	diacylglycerol O-acyltransferase 2 like 6 [Source:HGNC Symbol;Acc:HGNC:23250]
4569	ENSG00000138336	TET1	tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:29484]
4570	ENSG00000187682	ERAS	ES cell expressed Ras [Source:HGNC Symbol;Acc:HGNC:5174]
4571	ENSG00000173281	PPP1R3B	protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]
4572	ENSG00000170255	MRGPRX1	MAS related GPR family member X1 [Source:HGNC Symbol;Acc:HGNC:17962]
4573	ENSG00000102401	ARMCX3	armadillo repeat containing X-linked 3 [Source:HGNC Symbol;Acc:HGNC:24065]
4574	ENSG00000107984	DKK1	dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]
4575	ENSG00000129151	BBOX1	gamma-butyrobetaine hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:964]
4576	ENSG00000104213	PDGFRL	platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]
4577	ENSG00000166619	BLCAP	BLCAP apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:1055]
4578	ENSG00000122691	TWIST1	twist family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12428]
4579	ENSG00000179774	ATOH7	atonal bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:13907]
4580	ENSG00000156928	MALSU1	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]
4581	ENSG00000177023	DEFB104B	defensin beta 104B [Source:HGNC Symbol;Acc:HGNC:26165]
4582	ENSG00000172081	MOB3A	MOB kinase activator 3A [Source:HGNC Symbol;Acc:HGNC:29802]
4583	ENSG00000012779	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]
4584	ENSG00000153790	C7orf31	chromosome 7 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:21722]
4585	ENSG00000285913	FAM90A18P	family with sequence similarity 90 member A18, pseudogene [Source:HGNC Symbol;Acc:HGNC:32266]
4586	ENSG00000010379	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]
4587	ENSG00000101180	HRH3	histamine receptor H3 [Source:HGNC Symbol;Acc:HGNC:5184]
4588	ENSG00000124795	DEK	DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]
4589	ENSG00000223573	TINCR	TINCR ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:14607]
4590	ENSG00000181031	RPH3AL	rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]
